ts_code,name,trade_date,open,close,vol,pe,pb
801841.SI,高价股指数,20250415,2986.89,2980.47,161008.0,28.64,4.84
801842.SI,中价股指数,20250415,3492.22,3483.84,424754.0,21.61,1.89
801843.SI,低价股指数,20250415,12429.27,12355.02,1274652.0,21.14,1.0
801851.SI,亏损股指数,20250415,2993.91,2973.88,2167793.0,,2.2
801852.SI,微利股指数,20250415,2202.24,2193.09,170032.0,85.91,1.63
801853.SI,绩优股指数,20250415,4239.03,4263.55,136654.0,16.43,4.04
801863.SI,新股指数,20250415,2207.63,2199.86,46412.0,129.0,4.77
801880.SI,汽车,20250415,6726.75,6680.39,402969.0,24.86,2.46
801881.SI,摩托车及其他,20250415,2813.01,2802.84,19684.0,40.61,3.2
801890.SI,机械设备,20250415,1563.71,1558.13,691792.0,30.8,2.38
801950.SI,煤炭,20250415,2555.49,2561.46,92464.0,10.96,1.19
801951.SI,煤炭开采,20250415,2888.82,2898.45,80392.0,10.34,1.2
801952.SI,焦炭Ⅱ,20250415,1151.43,1136.11,12072.0,296.1,1.07
801960.SI,石油石化,20250415,2083.36,2085.97,110363.0,14.95,1.14
801962.SI,油服工程,20250415,1966.12,1950.38,23509.0,17.79,1.38
801963.SI,炼化及贸易,20250415,2403.28,2406.13,61260.0,17.8,1.08
801970.SI,环保,20250415,1684.4,1683.56,145972.0,21.14,1.41
801971.SI,环境治理,20250415,1686.49,1686.37,124009.0,19.16,1.34
801972.SI,环保设备Ⅱ,20250415,1617.6,1613.66,21963.0,39.25,1.79
801980.SI,美容护理,20250415,4490.3,4603.85,67793.0,36.18,3.23
801981.SI,个护用品,20250415,1527.91,1562.02,16095.0,46.96,2.49
801982.SI,化妆品,20250415,6845.47,7084.25,49227.0,31.53,2.87
801991.SI,航空机场,20250415,2742.6,2723.96,46233.0,50.16,2.54
801992.SI,航运港口,20250415,2731.91,2695.89,172339.0,9.11,1.09
801993.SI,旅游及景区,20250415,2595.86,2559.02,87008.0,48.93,3.28
801994.SI,教育,20250415,2249.94,2216.72,37600.0,93.1,4.3
801995.SI,电视广播Ⅱ,20250415,1010.72,1003.88,36988.0,54.48,1.02
850111.SI,种子,20250415,3489.28,3409.44,62104.0,64.65,3.74
850113.SI,其他种植业,20250415,1512.85,1517.89,34931.0,74.15,2.15
850122.SI,水产养殖,20250415,487.1,482.61,16011.0,227.02,1.65
850135.SI,食品及饲料添加剂,20250415,2465.21,2504.52,32587.0,15.69,2.01
850136.SI,有机硅,20250415,4146.89,4120.41,6425.0,30.9,2.05
850142.SI,畜禽饲料,20250415,1386.92,1372.89,38666.0,770.34,1.66
850151.SI,果蔬加工,20250415,1194.07,1210.07,5183.0,62.12,2.5
850152.SI,粮油加工,20250415,1644.93,1665.33,28099.0,54.81,2.01
850154.SI,其他农产品加工,20250415,2648.21,2643.69,30409.0,25.73,1.72
850172.SI,生猪养殖,20250415,5689.27,5685.86,42009.0,11.06,2.7
850173.SI,肉鸡养殖,20250415,796.15,800.68,17482.0,30.37,2.02
850181.SI,动物保健Ⅲ,20250415,3786.01,3735.87,30912.0,55.19,1.84
850232.SI,汽车经销商,20250415,466.92,467.63,7187.0,132.26,1.7
850233.SI,汽车综合服务,20250415,1634.44,1617.04,4765.0,39.2,1.73
850322.SI,氯碱,20250415,1182.09,1184.33,30814.0,39.36,1.17
850323.SI,无机盐,20250415,12178.5,12232.25,16413.0,24.03,1.64
850324.SI,其他化学原料,20250415,3204.89,3201.72,35414.0,15.13,1.72
850325.SI,煤化工,20250415,5563.26,5531.31,26888.0,16.43,1.45
850326.SI,钛白粉,20250415,641.22,637.76,10458.0,14.69,1.55
850331.SI,氮肥,20250415,4553.23,4557.65,19051.0,14.82,1.39
850332.SI,磷肥及磷化工,20250415,1492.39,1482.22,18348.0,15.31,1.62
850333.SI,农药,20250415,2857.61,2863.08,32166.0,35.43,1.49
850335.SI,涂料油墨,20250415,5751.75,5843.09,10427.0,53.57,3.24
850337.SI,民爆制品,20250415,3666.27,3684.99,13228.0,28.61,2.0
850338.SI,纺织化学制品,20250415,1845.06,1894.83,28218.0,25.67,1.06
850339.SI,其他化学制品,20250415,1771.56,1774.07,67952.0,35.3,1.93
850341.SI,涤纶,20250415,4755.57,4695.48,17771.0,22.89,1.2
850343.SI,粘胶,20250415,2495.21,2474.66,12678.0,75.9,2.03
850351.SI,其他塑料制品,20250415,2950.07,2953.39,28855.0,38.63,2.07
850353.SI,改性塑料,20250415,2827.25,2838.46,14503.0,47.17,1.94
850354.SI,合成树脂,20250415,2885.4,2885.33,11140.0,28.69,2.78
850355.SI,膜材料,20250415,1471.98,1470.91,24760.0,61.87,1.75
850362.SI,其他橡胶制品,20250415,3590.86,3576.88,6624.0,78.6,2.14
850363.SI,炭黑,20250415,3043.49,3055.46,4882.0,25.02,1.89
850372.SI,聚氨酯,20250415,14817.26,14475.14,50771.0,15.3,1.86
850381.SI,复合肥,20250415,4175.38,4126.74,21512.0,17.84,1.61
850382.SI,氟化工,20250415,4583.58,4567.86,10329.0,55.78,2.97
850412.SI,特钢Ⅲ,20250415,2610.61,2610.69,17860.0,16.98,1.32
850442.SI,板材,20250415,2204.2,2174.36,107297.0,41.75,0.83
850521.SI,其他金属新材料,20250415,4842.53,4817.36,25269.0,29.36,2.71
850522.SI,磁性材料,20250415,7325.81,7170.1,21212.0,71.63,3.07
850523.SI,非金属材料Ⅲ,20250415,3683.99,3706.73,9372.0,34.95,3.14
850531.SI,黄金,20250415,18698.76,18951.79,50621.0,30.4,3.66
850544.SI,其他小金属,20250415,11453.49,11360.44,21246.0,30.87,2.05
850551.SI,铝,20250415,3300.09,3263.84,93244.0,11.89,1.42
850552.SI,铜,20250415,4723.96,4704.6,91668.0,14.52,2.27
850553.SI,铅锌,20250415,2749.79,2720.59,34482.0,23.4,2.01
850614.SI,其他建材,20250415,7727.82,7731.98,13077.0,20.48,1.89
850615.SI,耐火材料,20250415,5355.61,5343.96,3092.0,24.84,1.62
850616.SI,管材,20250415,4503.79,4474.57,12598.0,24.96,2.3
850623.SI,房屋建设Ⅲ,20250415,3307.46,3321.57,33407.0,6.16,0.56
850702.SI,安防设备,20250415,12329.82,12282.92,16594.0,22.07,2.73
850703.SI,其他计算机设备,20250415,4414.6,4380.4,88580.0,58.17,3.48
850711.SI,机床工具,20250415,1533.12,1543.4,37409.0,73.57,4.03
850713.SI,磨具磨料,20250415,1484.16,1475.63,16474.0,34.19,2.01
850715.SI,制冷空调设备,20250415,9619.74,9652.75,28151.0,23.05,1.78
850716.SI,其他通用设备,20250415,6114.06,6085.58,52529.0,27.52,2.45
850721.SI,纺织服装设备,20250415,1306.51,1308.74,12405.0,20.75,2.28
850725.SI,能源及重型设备,20250415,1602.77,1591.68,98636.0,20.7,1.73
850726.SI,印刷包装机械,20250415,2932.1,3026.38,18319.0,45.62,2.39
850727.SI,其他专用设备,20250415,13940.44,13912.71,76513.0,43.42,3.23
850728.SI,楼宇设备,20250415,13078.86,13102.19,9911.0,27.53,1.9
850731.SI,仪器仪表,20250415,3744.96,3715.25,38878.0,55.16,3.18
850741.SI,电机Ⅲ,20250415,10911.49,10851.29,30867.0,58.92,3.02
850751.SI,金属制品,20250415,5859.4,5820.26,117358.0,41.23,2.25
850771.SI,工程机械整机,20250415,17999.01,18040.18,36257.0,20.44,1.81
850772.SI,工程机械器件,20250415,3834.43,3683.92,6767.0,38.29,5.42
850781.SI,机器人,20250415,10428.83,10390.08,24552.0,142.43,5.48
850782.SI,工控设备,20250415,4818.64,4766.18,32761.0,36.97,4.47
850783.SI,激光设备,20250415,4418.51,4397.56,8226.0,26.9,2.33
850784.SI,其他自动化设备,20250415,3118.85,3172.7,7845.0,97.85,4.38
850812.SI,分立器件,20250415,1585.43,1581.06,11463.0,83.19,2.3
850813.SI,半导体材料,20250415,6001.49,5976.7,10722.0,88.55,3.57
850814.SI,数字芯片设计,20250415,2966.59,2941.3,40524.0,105.75,7.91
850815.SI,模拟芯片设计,20250415,3420.75,3443.98,25965.0,125.5,4.54
850817.SI,集成电路封测,20250415,5468.36,5406.51,17911.0,53.23,2.47
850818.SI,半导体设备,20250415,26754.96,26566.72,10198.0,57.09,6.72
850822.SI,印制电路板,20250415,4581.09,4583.25,53035.0,34.55,3.19
850823.SI,被动元件,20250415,7197.18,7217.27,12468.0,31.94,2.86
850831.SI,面板,20250415,987.58,985.52,118774.0,38.35,1.39
850832.SI,LED,20250415,1480.99,1483.69,38998.0,96.95,1.95
850833.SI,光学元件,20250415,3181.1,3147.75,16901.0,73.81,4.79
850841.SI,其他电子Ⅲ,20250415,9611.35,9493.84,66272.0,55.68,3.64
850853.SI,品牌消费电子,20250415,3703.83,3643.95,6110.0,20.61,3.45
850854.SI,消费电子零部件及组装,20250415,4032.57,3982.18,154920.0,26.61,2.84
850861.SI,电子化学品Ⅲ,20250415,5256.94,5227.6,36104.0,56.73,3.18
850912.SI,商用载货车,20250415,4315.5,4238.55,18262.0,62.84,2.63
850913.SI,商用载客车,20250415,8733.98,8653.42,5564.0,18.56,3.64
850922.SI,车身附件及饰件,20250415,10233.16,10271.04,39593.0,18.73,2.23
850923.SI,底盘与发动机系统,20250415,5142.97,5101.24,160743.0,24.4,2.31
850924.SI,轮胎轮毂,20250415,3991.07,3958.37,24729.0,14.95,1.79
850925.SI,其他汽车零部件,20250415,2374.87,2370.65,45341.0,30.42,2.2
850926.SI,汽车电子电气系统,20250415,3588.91,3584.27,38662.0,33.92,2.52
850935.SI,航海装备Ⅲ,20250415,2658.75,2633.57,39414.0,82.95,1.95
850936.SI,轨交设备Ⅲ,20250415,5766.21,5747.15,58968.0,19.37,1.26
850952.SI,综合乘用车,20250415,8850.33,8756.75,19541.0,19.11,1.05
851024.SI,通信网络设备及器件,20250415,8937.77,8867.91,36706.0,28.27,3.19
851025.SI,通信线缆及配套,20250415,2445.79,2422.87,21425.0,20.79,1.58
851026.SI,通信终端及配件,20250415,1596.32,1589.6,34868.0,46.55,4.5
851027.SI,其他通信设备,20250415,1625.44,1593.51,16728.0,100.47,3.54
851041.SI,垂直应用软件,20250415,5131.73,5074.09,124713.0,95.48,4.55
851042.SI,横向通用软件,20250415,26139.94,26058.93,40807.0,240.72,4.07
851112.SI,空调,20250415,37832.75,38631.93,9943.0,11.28,2.31
851116.SI,冰洗,20250415,13322.8,13516.85,40247.0,13.53,2.16
851122.SI,其他黑色家电,20250415,2194.55,2199.89,5999.0,120.54,3.18
851131.SI,厨房小家电,20250415,3543.31,3546.09,5585.0,23.94,2.95
851141.SI,厨房电器,20250415,16338.08,16315.68,3870.0,17.14,2.07
851151.SI,照明设备Ⅲ,20250415,3362.79,3326.85,15817.0,32.03,1.68
851161.SI,家电零部件Ⅲ,20250415,4565.5,4579.52,49310.0,30.07,3.09
851232.SI,啤酒,20250415,5041.68,5065.76,6603.0,28.35,3.67
851233.SI,其他酒类,20250415,4153.61,4131.18,13035.0,51.64,2.71
851241.SI,肉制品,20250415,6369.49,6332.84,17715.0,27.87,3.04
851242.SI,调味发酵品Ⅲ,20250415,6140.21,6205.79,38417.0,30.75,3.98
851243.SI,乳品,20250415,9679.97,9686.45,88155.0,17.89,3.11
851246.SI,预加工食品,20250415,3072.68,3123.29,14546.0,20.32,1.93
851247.SI,保健品,20250415,1081.1,1103.92,14201.0,34.2,1.87
851251.SI,白酒Ⅲ,20250415,50113.07,50313.21,11889.0,19.67,5.42
851271.SI,软饮料,20250415,3402.29,3463.68,25996.0,30.94,5.88
851281.SI,零食,20250415,1838.85,1907.86,35271.0,37.19,3.85
851282.SI,烘焙食品,20250415,1184.2,1196.11,11866.0,27.1,2.4
851312.SI,棉纺,20250415,1607.99,1612.29,13705.0,18.69,0.91
851314.SI,印染,20250415,1492.89,1519.3,2909.0,14.83,1.2
851315.SI,辅料,20250415,4561.17,4593.92,1973.0,18.73,2.46
851316.SI,其他纺织,20250415,1586.2,1591.49,14213.0,26.64,1.91
851325.SI,鞋帽及其他,20250415,599.44,602.97,6052.0,52.09,2.09
851326.SI,家纺,20250415,1475.87,1497.28,4210.0,16.71,1.88
851329.SI,非运动服装,20250415,1530.7,1547.14,50698.0,20.44,1.44
851331.SI,钟表珠宝,20250415,1422.96,1442.34,19589.0,14.2,2.08
851412.SI,大宗用纸,20250415,3400.01,3375.54,16248.0,18.25,0.96
851413.SI,特种纸,20250415,1313.8,1301.18,12683.0,25.47,1.46
851422.SI,印刷,20250415,4152.27,4153.44,5549.0,107.75,3.98
851423.SI,金属包装,20250415,1334.66,1356.93,11487.0,23.59,1.64
851424.SI,塑料包装,20250415,2572.57,2603.25,10662.0,20.14,2.28
851425.SI,纸包装,20250415,1547.1,1553.63,18761.0,31.53,1.51
851436.SI,瓷砖地板,20250415,551.8,552.38,10602.0,34.81,1.1
851437.SI,成品家居,20250415,1153.46,1152.3,36069.0,16.04,1.65
851438.SI,定制家居,20250415,1872.29,1869.96,9859.0,15.73,1.77
851439.SI,卫浴制品,20250415,478.43,476.46,15387.0,25.0,1.41
851452.SI,娱乐用品,20250415,1340.48,1319.68,19859.0,74.61,3.11
851491.SI,其他家居用品,20250415,1426.87,1443.49,23204.0,29.02,3.26
851511.SI,原料药,20250415,9189.55,9237.46,42954.0,34.94,2.23
851512.SI,化学制剂,20250415,7503.32,7494.83,167761.0,36.28,3.05
851521.SI,中药Ⅲ,20250415,6235.27,6293.64,84706.0,26.37,2.3
851522.SI,血液制品,20250415,10074.58,10014.08,15021.0,27.16,2.08
851523.SI,疫苗,20250415,11853.46,11807.85,7877.0,33.19,1.81
851524.SI,其他生物制品,20250415,9167.0,9138.76,18080.0,28.86,3.03
851532.SI,医疗设备,20250415,9410.31,9373.98,13296.0,32.14,3.9
851533.SI,医疗耗材,20250415,5067.35,5082.96,18160.0,33.46,2.29
851534.SI,体外诊断,20250415,7431.14,7428.19,19496.0,22.05,1.61
851542.SI,医药流通,20250415,2671.8,2670.5,18139.0,17.13,1.13
851543.SI,线下药店,20250415,13470.21,13518.76,4600.0,21.73,2.24
851563.SI,医疗研发外包,20250415,7525.91,7458.01,26593.0,23.28,2.21
851564.SI,医院,20250415,4764.61,4737.01,21307.0,46.13,4.26
851610.SI,电能综合服务,20250415,2940.42,2969.66,72847.0,21.18,1.48
851611.SI,火力发电,20250415,2544.75,2567.6,133057.0,12.11,1.03
851612.SI,水力发电,20250415,5468.83,5501.56,63473.0,20.83,2.66
851614.SI,热力服务,20250415,1602.64,1599.65,20297.0,16.92,1.52
851616.SI,光伏发电,20250415,798.41,796.74,27146.0,24.12,0.93
851617.SI,风力发电,20250415,1340.2,1336.0,50190.0,18.16,1.35
851631.SI,燃气Ⅲ,20250415,2510.05,2514.72,17941.0,17.17,1.62
851711.SI,港口,20250415,4043.99,3942.76,100030.0,13.33,0.98
851721.SI,公交,20250415,2870.55,2804.36,8573.0,53.54,1.6
851731.SI,高速公路,20250415,3579.61,3573.98,39561.0,14.73,1.1
851741.SI,航空运输,20250415,1954.84,1943.95,43090.0,59.76,3.2
851761.SI,航运,20250415,1937.23,1925.57,72309.0,7.67,1.17
851771.SI,铁路运输,20250415,968.71,973.15,27742.0,17.26,1.01
851782.SI,原材料供应链服务,20250415,2980.38,2958.15,29921.0,11.66,0.54
851783.SI,中间产品及消费品供应链服务,20250415,1039.76,1054.17,30031.0,58.6,2.34
851784.SI,快递,20250415,2469.75,2456.65,8066.0,17.45,1.92
851785.SI,跨境物流,20250415,1393.61,1408.45,39670.0,13.95,1.64
851786.SI,仓储物流,20250415,3186.09,3189.43,22205.0,17.54,1.39
851787.SI,公路货运,20250415,2202.52,2182.19,10078.0,69.23,1.08
851811.SI,住宅开发,20250415,2190.6,2176.5,163108.0,34.49,0.63
851812.SI,商业地产,20250415,2802.37,2773.69,30882.0,32.7,0.66
851813.SI,产业地产,20250415,2387.12,2351.24,12812.0,33.11,1.44
851831.SI,物业管理,20250415,744.25,734.26,10839.0,24.68,2.04
851922.SI,金融控股,20250415,2407.78,2385.2,50015.0,24.81,0.84
851927.SI,资产管理,20250415,1762.95,1761.91,10457.0,26.58,2.12
851931.SI,证券Ⅲ,20250415,5931.23,5915.11,142852.0,21.8,1.32
851941.SI,保险Ⅲ,20250415,1100.95,1109.1,23751.0,7.2,1.05
852021.SI,贸易Ⅲ,20250415,3748.56,3757.21,30528.0,24.11,0.91
852031.SI,百货,20250415,2881.93,2816.14,181456.0,89.63,1.54
852032.SI,超市,20250415,11690.54,11597.02,103627.0,45.97,3.59
852033.SI,多业态零售,20250415,2112.73,2104.88,51393.0,22.55,1.3
852034.SI,商业物业经营,20250415,2930.88,2900.86,25628.0,33.74,1.47
852041.SI,专业连锁Ⅲ,20250415,5054.47,5033.02,20575.0,48.6,3.31
852062.SI,跨境电商,20250415,604.42,623.26,67811.0,30.76,3.18
852063.SI,电商服务,20250415,2260.62,2273.86,27220.0,130.84,2.55
852111.SI,人工景区,20250415,39405.14,38968.58,13432.0,134.4,2.55
852112.SI,自然景区,20250415,2644.32,2610.41,43552.0,46.28,3.26
852121.SI,酒店,20250415,2877.58,2885.65,12257.0,28.46,1.65
852131.SI,旅游综合,20250415,15977.44,15608.14,30025.0,24.12,7.25
852182.SI,检测服务,20250415,3756.71,3706.9,18763.0,29.56,2.58
852183.SI,会展服务,20250415,2067.37,2040.09,3825.0,26.38,2.12
852213.SI,通信工程及服务,20250415,932.54,924.24,25577.0,148.7,3.6
852214.SI,通信应用增值服务,20250415,2329.7,2329.5,28563.0,89.7,4.41
852226.SI,IT服务Ⅲ,20250415,4210.12,4181.88,241234.0,100.51,3.38
852311.SI,综合Ⅲ,20250415,2559.23,2563.72,38661.0,42.64,1.47
857111.SI,水泥制造,20250415,4595.68,4621.31,17623.0,23.19,0.69
857112.SI,水泥制品,20250415,890.42,885.4,6857.0,185.59,1.44
857121.SI,玻璃制造,20250415,2954.06,2945.91,5335.0,17.8,1.19
857122.SI,玻纤制造,20250415,23264.1,22866.64,13627.0,23.84,1.5
857221.SI,装修装饰Ⅲ,20250415,3118.83,3088.93,25555.0,15.6,1.64
857236.SI,基建市政工程,20250415,1758.7,1748.97,57544.0,6.93,0.52
857241.SI,钢结构,20250415,2214.52,2181.11,13184.0,21.01,1.12
857242.SI,化学工程,20250415,1222.8,1227.92,9985.0,10.23,0.96
857243.SI,国际工程,20250415,1426.06,1410.98,4292.0,9.87,1.05
857244.SI,其他专业工程,20250415,1803.01,1802.56,21067.0,12.67,0.91
857251.SI,园林工程,20250415,3724.85,3774.1,51291.0,588.18,1.87
857261.SI,工程咨询服务Ⅲ,20250415,1757.3,1749.25,22484.0,23.8,1.46
857321.SI,电网自动化设备,20250415,6193.98,6201.82,17743.0,26.75,3.1
857323.SI,电工仪器仪表,20250415,7125.72,7187.01,9581.0,19.44,2.7
857334.SI,火电设备,20250415,4095.79,4144.97,28032.0,27.04,2.41
857336.SI,其他电源设备Ⅲ,20250415,1202.4,1183.35,29288.0,49.97,2.77
857344.SI,线缆部件及其他,20250415,8942.58,8905.3,78777.0,36.75,2.23
857352.SI,光伏电池组件,20250415,943.93,934.66,34002.0,80.54,1.61
857354.SI,光伏辅材,20250415,684.43,678.18,11305.0,33.9,1.7
857355.SI,光伏加工设备,20250415,1219.19,1215.13,3234.0,11.71,2.24
857362.SI,风电零部件,20250415,5695.73,5682.83,24180.0,45.68,1.59
857371.SI,锂电池,20250415,16652.07,16737.04,26220.0,22.01,2.99
857372.SI,电池化学品,20250415,10069.64,10101.18,55519.0,39.63,1.64
857373.SI,锂电专用设备,20250415,9947.01,10179.49,20163.0,87.82,2.44
857375.SI,蓄电池及其他电池,20250415,1593.19,1603.11,18713.0,35.37,1.89
857381.SI,输变电设备,20250415,4341.23,4338.93,38413.0,20.52,1.75
857382.SI,配电设备,20250415,2116.18,2112.6,15857.0,19.1,1.74
857411.SI,航天装备Ⅲ,20250415,14016.63,13898.47,7248.0,106.28,2.49
857421.SI,航空装备Ⅲ,20250415,8310.92,8200.7,39442.0,57.63,3.21
857431.SI,地面兵装Ⅲ,20250415,13565.41,13314.12,20933.0,63.24,2.61
857451.SI,军工电子Ⅲ,20250415,5098.52,4999.69,60189.0,74.74,3.37
857641.SI,游戏Ⅲ,20250415,2231.97,2257.16,94877.0,35.87,2.79
857651.SI,营销代理,20250415,1802.81,1806.04,78456.0,129.55,2.94
857661.SI,影视动漫制作,20250415,1322.91,1312.95,49567.0,106.83,2.88
857674.SI,门户网站,20250415,1570.74,1562.06,7158.0,81.19,3.98
857691.SI,教育出版,20250415,227.29,226.8,13348.0,15.67,1.61
857692.SI,大众出版,20250415,1998.29,2022.64,28706.0,26.63,1.82
857821.SI,国有大型银行Ⅲ,20250415,1765.46,1796.06,171628.0,6.54,0.58
857831.SI,股份制银行Ⅲ,20250415,4511.12,4575.55,86361.0,6.05,0.51
857841.SI,城商行Ⅲ,20250415,952.98,966.17,70507.0,5.54,0.53
857851.SI,农商行Ⅲ,20250415,743.39,756.39,40144.0,5.91,0.57
858811.SI,其他运输设备,20250415,2237.12,2234.3,7305.0,30.03,3.97
858812.SI,摩托车,20250415,3321.93,3307.56,12379.0,45.18,3.03
859511.SI,动力煤,20250415,1580.7,1590.57,43232.0,10.24,1.54
859512.SI,焦煤,20250415,3925.11,3910.01,37160.0,10.6,0.78
859521.SI,焦炭Ⅲ,20250415,1151.43,1136.11,12072.0,296.1,1.07
859621.SI,油田服务,20250415,687.86,681.1,13214.0,16.97,1.99
859622.SI,油气及炼化工程,20250415,2385.64,2372.02,10294.0,18.92,1.0
859631.SI,炼油化工,20250415,2678.99,2689.64,37807.0,15.34,1.04
859632.SI,油品石化贸易,20250415,6188.96,6127.14,10494.0,20.61,1.49
859633.SI,其他石化,20250415,1823.62,1817.0,12959.0,48.63,1.07
859711.SI,大气治理,20250415,2743.78,2660.43,11008.0,209.14,2.57
859712.SI,水务及水治理,20250415,1284.27,1290.13,48459.0,18.25,1.12
859713.SI,固废治理,20250415,1975.84,1974.43,36908.0,21.52,1.57
859714.SI,综合环境治理,20250415,1249.23,1243.57,27634.0,11.78,1.41
859721.SI,环保设备Ⅲ,20250415,1617.6,1613.66,21963.0,39.25,1.79
859811.SI,生活用纸,20250415,1362.28,1397.12,6141.0,47.44,2.31
859821.SI,化妆品制造及其他,20250415,2557.83,2637.36,37705.0,38.32,2.17
859822.SI,品牌化妆品,20250415,8354.99,8659.36,11522.0,29.3,3.33
859852.SI,培训教育,20250415,597.32,592.29,19986.0,99.81,5.88
859951.SI,电视广播Ⅲ,20250415,1010.72,1003.88,36988.0,54.48,1.02
801001.SI,申万50,20250416,2896.18,2903.74,451709.0,13.33,1.83
801002.SI,申万中小,20250416,6077.6,6027.2,2272381.0,23.77,2.09
801003.SI,申万Ａ指,20250416,3588.75,3574.98,9839971.0,17.03,1.67
801005.SI,申万创业,20250416,2575.72,2549.14,1703332.0,32.55,3.14
801010.SI,农林牧渔,20250416,2658.87,2654.93,355581.0,18.91,2.4
801012.SI,农产品加工,20250416,2079.04,2080.98,55918.0,36.22,1.9
801014.SI,饲料,20250416,4333.09,4324.39,42232.0,41.7,2.46
801015.SI,渔业,20250416,737.89,736.43,19494.0,166.25,1.66
801016.SI,种植业,20250416,2568.08,2531.26,121117.0,46.82,2.69
801017.SI,养殖业,20250416,2980.1,2995.72,65787.0,11.99,2.62
801018.SI,动物保健Ⅱ,20250416,3718.25,3613.9,30882.0,53.39,1.78
801030.SI,基础化工,20250416,3261.3,3233.48,601915.0,23.16,1.72
801032.SI,化学纤维,20250416,3585.61,3555.85,46508.0,28.44,1.43
801033.SI,化学原料,20250416,2610.13,2577.85,138800.0,18.37,1.37
801034.SI,化学制品,20250416,5240.85,5218.08,211476.0,24.21,1.92
801036.SI,塑料,20250416,2878.05,2837.46,91068.0,41.03,2.01
801037.SI,橡胶,20250416,4038.35,3951.26,14642.0,40.89,2.13
801038.SI,农化制品,20250416,3770.66,3743.35,90463.0,19.18,1.61
801039.SI,非金属材料Ⅱ,20250416,4104.74,4002.8,8958.0,33.54,3.02
801040.SI,钢铁,20250416,2108.51,2102.66,146796.0,29.73,0.95
801043.SI,冶钢原料,20250416,2367.49,2347.19,12770.0,28.77,1.34
801044.SI,普钢,20250416,2109.7,2101.54,116881.0,42.86,0.8
801045.SI,特钢Ⅱ,20250416,3798.73,3811.23,17146.0,16.94,1.32
801050.SI,有色金属,20250416,4647.55,4599.03,392295.0,19.4,2.1
801051.SI,金属新材料,20250416,6531.02,6430.63,40771.0,42.85,2.85
801053.SI,贵金属,20250416,18934.56,19090.02,74412.0,32.01,3.78
801054.SI,小金属,20250416,16188.06,16012.55,38185.0,34.43,2.59
801055.SI,工业金属,20250416,1832.72,1806.92,223111.0,14.13,1.87
801056.SI,能源金属,20250416,10151.51,10020.52,15816.0,28.96,1.53
801072.SI,通用设备,20250416,4998.51,4892.7,268766.0,37.62,2.45
801074.SI,专用设备,20250416,8116.87,8000.93,244939.0,29.3,2.31
801076.SI,轨交设备Ⅱ,20250416,5729.51,5720.95,53462.0,19.29,1.25
801077.SI,工程机械,20250416,19757.37,19683.86,48673.0,21.49,1.95
801078.SI,自动化设备,20250416,12684.06,12548.06,78503.0,43.96,3.95
801080.SI,电子,20250416,4288.52,4255.87,681152.0,51.82,3.4
801081.SI,半导体,20250416,4950.93,4948.3,152447.0,89.67,4.94
801082.SI,其他电子Ⅱ,20250416,9417.01,9270.42,56431.0,54.47,3.56
801083.SI,元件,20250416,6128.69,6006.12,76804.0,32.58,2.97
801084.SI,光学光电子,20250416,1359.57,1341.41,208062.0,50.7,1.79
801085.SI,消费电子,20250416,5746.22,5645.96,152060.0,24.94,2.82
801086.SI,电子化学品Ⅱ,20250416,5204.51,5169.09,35349.0,55.45,3.14
801092.SI,汽车服务,20250416,451.81,446.89,13523.0,55.26,1.69
801093.SI,汽车零部件,20250416,6330.45,6225.34,300501.0,21.96,2.18
801095.SI,乘用车,20250416,21387.73,21200.67,36296.0,25.64,2.78
801096.SI,商用车,20250416,7535.41,7464.31,27447.0,33.31,2.91
801101.SI,计算机设备,20250416,2465.41,2452.66,105483.0,38.08,3.17
801102.SI,通信设备,20250416,2487.48,2466.2,131416.0,29.96,2.89
801103.SI,IT服务Ⅱ,20250416,4783.1,4714.69,242373.0,98.44,3.31
801104.SI,软件开发,20250416,6084.41,6050.11,199406.0,122.16,4.31
801110.SI,家用电器,20250416,8052.42,8024.74,145050.0,14.33,2.35
801111.SI,白色家电,20250416,18494.33,18560.12,34536.0,11.6,2.28
801112.SI,黑色家电,20250416,2020.88,1985.59,26370.0,33.4,2.31
801113.SI,小家电,20250416,4442.76,4390.89,9561.0,21.19,2.87
801114.SI,厨卫电器,20250416,10379.09,10253.98,6029.0,18.17,2.0
801115.SI,照明设备Ⅱ,20250416,3314.81,3245.42,17945.0,31.22,1.64
801116.SI,家电零部件Ⅱ,20250416,4542.89,4460.05,46540.0,29.29,3.01
801120.SI,食品饮料,20250416,17981.93,18102.35,283381.0,21.29,4.45
801124.SI,食品加工,20250416,13850.0,13900.98,44498.0,25.84,2.3
801125.SI,白酒Ⅱ,20250416,50124.25,50433.46,12724.0,19.72,5.43
801126.SI,非白酒,20250416,4212.91,4219.58,16271.0,33.96,3.24
801127.SI,饮料乳品,20250416,8133.75,8203.37,113199.0,20.41,3.59
801128.SI,休闲食品,20250416,1968.53,2006.32,57690.0,35.16,3.08
801129.SI,调味发酵品Ⅱ,20250416,7107.34,7155.87,38998.0,30.98,4.0
801130.SI,纺织服饰,20250416,1473.56,1460.8,175232.0,19.91,1.63
801131.SI,纺织制造,20250416,1618.53,1599.37,37891.0,19.61,1.49
801132.SI,服装家纺,20250416,1388.26,1380.6,89771.0,22.47,1.59
801133.SI,饰品,20250416,1458.95,1440.85,47570.0,15.53,2.02
